[2026-08-08T15:10:37.535Z] {"timestamp":1786201836000,"kind":"navigate","url":"http://localhost:3001/login","viewport":{"width":846,"height":382},"payload":{"reason":"pushState"}}
[2026-08-08T15:13:08.261Z] {"timestamp":1786201987676,"kind":"click","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:154","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:154\"]"},"x":351,"y":280}}
[2026-08-08T15:13:12.343Z] {"timestamp":1786201992258,"kind":"focusout","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:154","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:154\"]"},"value":null}}
[2026-08-08T15:16:21.471Z] {"timestamp":1786202178513,"kind":"focusin","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:154","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:154\"]"}}}
[2026-08-08T15:16:21.471Z] {"timestamp":1786202178513,"kind":"focusout","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:154","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:154\"]"},"value":null}}
[2026-08-08T15:16:52.256Z] {"timestamp":1786202211224,"kind":"focusin","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:162","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:162\"]"}}}
[2026-08-08T15:16:52.256Z] {"timestamp":1786202211241,"kind":"click","url":"http://localhost:3001/settings","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:162","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:162\"]"},"x":500,"y":238}}
[2026-08-08T15:16:52.256Z] {"timestamp":1786202211247,"kind":"navigate","url":"http://localhost:3001/login","viewport":{"width":846,"height":382},"payload":{"reason":"pushState"}}
[2026-08-08T15:16:52.256Z] {"timestamp":1786202211260,"kind":"focusout","url":"http://localhost:3001/login","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:162","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:162\"]"},"value":null}}
[2026-08-08T15:16:52.256Z] {"timestamp":1786202211272,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":469,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:16:52.256Z] {"timestamp":1786202212107,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":468,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:16:54.257Z] {"timestamp":1786202212618,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":168,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:16:54.257Z] {"timestamp":1786202214239,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":1,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:16:56.256Z] {"timestamp":1786202214979,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":401,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:17:00.260Z] {"timestamp":1786202219538,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":846,"height":382},"payload":{"scrollX":0,"scrollY":468,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:17:06.254Z] {"timestamp":1786202225171,"kind":"click","url":"http://localhost:3001/login","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"div","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:47","href":null,"text":"GROUPE CRÉDIT AGRICOLE","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:47\"]"},"x":171,"y":55}}
[2026-08-08T15:17:06.254Z] {"timestamp":1786202225795,"kind":"click","url":"http://localhost:3001/login","viewport":{"width":846,"height":382},"payload":{"target":{"tag":"header","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:38","href":null,"text":"GROUPE CRÉDIT AGRICOLE","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:38\"]"},"x":214,"y":81}}
[2026-08-08T15:17:12.270Z] {"timestamp":1786202231771,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":389,"height":382},"payload":{"scrollX":0,"scrollY":1,"documentHeight":867,"viewportHeight":382}}
[2026-08-08T15:17:14.282Z] {"timestamp":1786202232887,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":389,"height":382},"payload":{"scrollX":0,"scrollY":301,"documentHeight":867,"viewportHeight":382}}
[2026-08-08T15:17:14.282Z] {"timestamp":1786202233579,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":389,"height":382},"payload":{"scrollX":0,"scrollY":399,"documentHeight":867,"viewportHeight":382}}
[2026-08-08T15:17:16.260Z] {"timestamp":1786202234771,"kind":"focusin","url":"http://localhost:3001/login","viewport":{"width":389,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"}}}
[2026-08-08T15:17:16.260Z] {"timestamp":1786202234827,"kind":"click","url":"http://localhost:3001/login","viewport":{"width":389,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"},"x":105,"y":275}}
[2026-08-08T15:17:16.260Z] {"timestamp":1786202235904,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":389,"height":382},"payload":{"scrollX":0,"scrollY":99,"documentHeight":867,"viewportHeight":382}}
[2026-08-08T15:17:18.255Z] {"timestamp":1786202236670,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":389,"height":382},"payload":{"scrollX":0,"scrollY":1,"documentHeight":867,"viewportHeight":382}}
[2026-08-08T15:17:18.255Z] {"timestamp":1786202237667,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":389,"height":382},"payload":{"scrollX":0,"scrollY":484,"documentHeight":867,"viewportHeight":382}}
[2026-08-08T15:17:24.252Z] {"timestamp":1786202242442,"kind":"focusout","url":"http://localhost:3001/login","viewport":{"width":389,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"},"value":""}}
[2026-08-08T15:17:24.252Z] {"timestamp":1786202242509,"kind":"focusin","url":"http://localhost:3001/login","viewport":{"width":389,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"}}}
[2026-08-08T15:17:28.835Z] {"timestamp":1786202247250,"kind":"focusout","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"},"value":""}}
[2026-08-08T15:29:18.540Z] {"timestamp":1786202957997,"kind":"focusin","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"}}}
[2026-08-08T15:29:20.258Z] {"timestamp":1786202958657,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":1,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:29:25.586Z] {"timestamp":1786202960304,"kind":"focusout","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"},"value":""}}
[2026-08-08T15:29:30.260Z] {"timestamp":1786202969016,"kind":"focusin","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"}}}
[2026-08-08T15:29:33.350Z] {"timestamp":1786202972233,"kind":"change","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"},"value":"1000000000"}}
[2026-08-08T15:29:33.350Z] {"timestamp":1786202972233,"kind":"focusout","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"},"value":"1000000000"}}
[2026-08-08T15:29:42.260Z] {"timestamp":1786202981106,"kind":"focusin","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"}}}
[2026-08-08T15:29:42.260Z] {"timestamp":1786202982009,"kind":"focusout","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"},"value":"1000000000"}}
[2026-08-08T15:29:42.260Z] {"timestamp":1786202982011,"kind":"focusin","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"password","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:100","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:100\"]"}}}
[2026-08-08T15:29:42.260Z] {"timestamp":1786202982096,"kind":"click","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"password","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:100","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:100\"]"},"x":298,"y":275}}
[2026-08-08T15:29:44.262Z] {"timestamp":1786202983264,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":201,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:29:44.262Z] {"timestamp":1786202984004,"kind":"change","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"password","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:100","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:100\"]"},"value":{"masked":true,"length":6}}}
[2026-08-08T15:29:44.262Z] {"timestamp":1786202984004,"kind":"focusout","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"password","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:100","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:100\"]"},"value":{"masked":true,"length":6}}}
[2026-08-08T15:29:44.262Z] {"timestamp":1786202984005,"kind":"focusin","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:124","href":null,"text":"Se connecter","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:124\"]"}}}
[2026-08-08T15:29:44.262Z] {"timestamp":1786202984042,"kind":"click","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:124","href":null,"text":"Se connecter","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:124\"]"},"x":345,"y":285}}
[2026-08-08T15:29:44.262Z] {"timestamp":1786202984046,"kind":"submit","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"form","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:72","href":null,"text":"Identifiant Code personnel Vous avez oublié vos identifiants ? Se connecter","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:72\"]"}}}
[2026-08-08T15:29:44.262Z] {"timestamp":1786202984055,"kind":"focusout","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:124","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:124\"]"},"value":null}}
[2026-08-08T15:29:46.267Z] {"timestamp":1786202984578,"kind":"navigate","url":"http://localhost:3001/","viewport":{"width":747,"height":382},"payload":{"reason":"pushState"}}
[2026-08-08T15:29:46.267Z] {"timestamp":1786202985332,"kind":"scroll","url":"http://localhost:3001/","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":299,"documentHeight":1000,"viewportHeight":382}}
[2026-08-08T15:29:48.272Z] {"timestamp":1786202987498,"kind":"focusin","url":"http://localhost:3001/","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"a","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:26","href":"/payments","text":"Paiements","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:26\"]"}}}
[2026-08-08T15:29:50.146Z] {"timestamp":1786202990137,"kind":"click","url":"http://localhost:3001/","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"a","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:26","href":"/payments","text":"Paiements","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:26\"]"},"x":351,"y":349}}
[2026-08-08T15:29:50.292Z] {"timestamp":1786202990137,"kind":"click","url":"http://localhost:3001/","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"a","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:26","href":"/payments","text":"Paiements","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:26\"]"},"x":351,"y":349}}
[2026-08-08T15:29:53.783Z] {"timestamp":1786202993347,"kind":"scroll","url":"http://localhost:3001/payments","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":1,"documentHeight":1244,"viewportHeight":382}}
[2026-08-08T15:29:55.773Z] {"timestamp":1786202993947,"kind":"scroll","url":"http://localhost:3001/payments","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":101,"documentHeight":1244,"viewportHeight":382}}
[2026-08-08T15:29:55.773Z] {"timestamp":1786202994447,"kind":"scroll","url":"http://localhost:3001/payments","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":206,"documentHeight":1244,"viewportHeight":382}}
[2026-08-08T15:29:55.773Z] {"timestamp":1786202995024,"kind":"scroll","url":"http://localhost:3001/payments","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":401,"documentHeight":1244,"viewportHeight":382}}
[2026-08-08T15:29:55.773Z] {"timestamp":1786202995532,"kind":"scroll","url":"http://localhost:3001/payments","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":513,"documentHeight":1244,"viewportHeight":382}}
[2026-08-08T15:29:57.775Z] {"timestamp":1786202996313,"kind":"scroll","url":"http://localhost:3001/payments","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":601,"documentHeight":1244,"viewportHeight":382}}
[2026-08-08T15:29:57.775Z] {"timestamp":1786202996813,"kind":"scroll","url":"http://localhost:3001/payments","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":723,"documentHeight":1244,"viewportHeight":382}}
[2026-08-08T15:29:59.364Z] {"timestamp":1786202997830,"kind":"scroll","url":"http://localhost:3001/payments","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":861,"documentHeight":1244,"viewportHeight":382}}
[2026-08-08T15:29:59.364Z] {"timestamp":1786202999306,"kind":"focusin","url":"http://localhost:3001/payments","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"a","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:26","href":"/investments","text":"Investissements","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:26\"]"}}}
[2026-08-08T15:29:59.364Z] {"timestamp":1786202999361,"kind":"click","url":"http://localhost:3001/payments","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"a","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:26","href":"/investments","text":"Investissements","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:26\"]"},"x":459,"y":351}}
[2026-08-08T15:30:04.470Z] {"timestamp":1786203004409,"kind":"focusin","url":"http://localhost:3001/investments","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"a","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:26","href":"/settings","text":"Paramètres","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:26\"]"}}}
[2026-08-08T15:30:04.470Z] {"timestamp":1786203004466,"kind":"click","url":"http://localhost:3001/investments","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"a","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\BottomNav.tsx:26","href":"/settings","text":"Paramètres","selectorHint":"[data-loc=\"client\\src\\components\\BottomNav.tsx:26\"]"},"x":599,"y":353}}
[2026-08-08T15:30:07.013Z] {"timestamp":1786203006522,"kind":"scroll","url":"http://localhost:3001/settings","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":1,"documentHeight":1410,"viewportHeight":382}}
[2026-08-08T15:30:09.010Z] {"timestamp":1786203007569,"kind":"scroll","url":"http://localhost:3001/settings","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":201,"documentHeight":1410,"viewportHeight":382}}
[2026-08-08T15:30:09.010Z] {"timestamp":1786203008415,"kind":"scroll","url":"http://localhost:3001/settings","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":501,"documentHeight":1410,"viewportHeight":382}}
[2026-08-08T15:30:11.004Z] {"timestamp":1786203009180,"kind":"scroll","url":"http://localhost:3001/settings","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":801,"documentHeight":1410,"viewportHeight":382}}
[2026-08-08T15:30:13.011Z] {"timestamp":1786203011434,"kind":"focusin","url":"http://localhost:3001/settings","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:162","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:162\"]"}}}
[2026-08-08T15:30:13.011Z] {"timestamp":1786203011474,"kind":"click","url":"http://localhost:3001/settings","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:162","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:162\"]"},"x":495,"y":278}}
[2026-08-08T15:30:13.011Z] {"timestamp":1786203011478,"kind":"navigate","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"reason":"pushState"}}
[2026-08-08T15:30:13.011Z] {"timestamp":1786203011487,"kind":"focusout","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Settings.tsx:162","href":null,"text":"Déconnexion","selectorHint":"[data-loc=\"client\\src\\pages\\Settings.tsx:162\"]"},"value":null}}
[2026-08-08T15:30:13.011Z] {"timestamp":1786203011496,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":469,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:30:13.011Z] {"timestamp":1786203012401,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":468,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:30:13.011Z] {"timestamp":1786203012914,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":92,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:30:25.008Z] {"timestamp":1786203024266,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":1,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:30:27.004Z] {"timestamp":1786203025410,"kind":"focusin","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"}}}
[2026-08-08T15:30:27.004Z] {"timestamp":1786203025492,"kind":"click","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"},"x":398,"y":263}}
[2026-08-08T15:30:27.004Z] {"timestamp":1786203026186,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":101,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:30:27.004Z] {"timestamp":1786203026746,"kind":"focusout","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"text","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:81","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:81\"]"},"value":""}}
[2026-08-08T15:30:27.005Z] {"timestamp":1786203026747,"kind":"focusin","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"password","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:100","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:100\"]"}}}
[2026-08-08T15:30:27.005Z] {"timestamp":1786203026827,"kind":"click","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"password","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:100","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:100\"]"},"x":402,"y":268}}
[2026-08-08T15:30:29.006Z] {"timestamp":1786203027236,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":201,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:30:29.006Z] {"timestamp":1786203027856,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":399,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:30:29.006Z] {"timestamp":1786203028440,"kind":"scroll","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"scrollX":0,"scrollY":99,"documentHeight":851,"viewportHeight":382}}
[2026-08-08T15:30:34.453Z] {"timestamp":1786203031075,"kind":"focusout","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"password","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:100","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:100\"]"},"value":{"masked":true,"length":0}}}
[2026-08-08T15:30:37.006Z] {"timestamp":1786203035891,"kind":"focusin","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"password","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:100","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:100\"]"}}}
[2026-08-08T15:30:39.007Z] {"timestamp":1786203037139,"kind":"focusout","url":"http://localhost:3001/login","viewport":{"width":747,"height":382},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"password","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\pages\\Login.tsx:100","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\pages\\Login.tsx:100\"]"},"value":{"masked":true,"length":0}}}
